DATA,HORA,USUARIO,MODULO,OPERACAO,CONTROLE,PRODUTO,CLIENTE
2019-08-05,0707,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-05,0707,1,PEDEDATA,Data valida: 05/08/19 e hora 07:07:38 por SISTEMA,,,
2019-08-05,0858,1,PESPRO,Alt 853-FERRO 1/4 Prc venda,,,
2019-08-05,0858,1,PESPRO,Alt 851-FERRO 3/8 Prc venda,,,
2019-08-05,0858,1,PESPRO,Alt 854-FERRO 5/16 Prc venda,,,
2019-08-06,0709,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-06,0709,1,PEDEDATA,Data valida: 06/08/19 e hora 07:09:10 por SISTEMA,,,
2019-08-07,0703,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-07,0703,1,PEDEDATA,Data valida: 07/08/19 e hora 07:03:53 por SISTEMA,,,
2019-08-07,1353,1,PESPRO,Alt 705-S.COPO 100 DIAM Prc venda,,,
2019-08-07,1353,1,PESPRO,Alt 2221-. nome res. Prc venda,,,
2019-08-07,1354,1,PESPRO,Alt 2220-. nome res. Prc venda,,,
2019-08-07,1354,1,PESPRO,Alt 2141-LAMP.LED AM.9W Prc venda,,,
2019-08-07,1355,1,PESPRO,Alt 2152-LAMP.LED TUB.9W Prc venda,,,
2019-08-07,1355,1,PESPRO,Alt 798-ESTANHO 50X50 Prc venda,,,
2019-08-07,1355,1,PESPRO,Alt 1091-LENTE P/MASCARA Prc venda,,,
2019-08-07,1355,1,PESPRO,Alt 1221-MARRETA 1K Prc venda,,,
2019-08-07,1356,1,PESPRO,Alt 1223-MARRETA 2K Prc venda,,,
2019-08-08,0659,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-08,0659,1,PEDEDATA,Data valida: 08/08/19 e hora 06:59:05 por SISTEMA,,,
2019-08-08,1048,1,PESPRO,Alt 753-EBOLIDOR Prc venda,,,
2019-08-08,1048,1,PESPRO,Alt 83-AQUECEDOR LOREN Prc venda,,,
2019-08-08,1049,1,PESPRO,Alt 82-AQUECEDOR FAME Prc venda,,,
2019-08-08,1049,1,PESPRO,Alt 83-AQUECEDOR LOREN Prc venda,,,
2019-08-09,0704,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-09,0704,1,PEDEDATA,Data valida: 09/08/19 e hora 07:04:07 por SISTEMA,,,
2019-08-09,1241,1,PESPRO,Alt 346-RUFO PAREDE Prc venda,,,
2019-08-09,1324,1,PESPRO,Alt 1179-LUVA MISTA 1 Prc venda,,,
2019-08-09,1325,1,PESPRO,Alt 1181-LUVA MISTA 11/2 Prc venda,,,
2019-08-09,1325,1,PESPRO,Alt 1180-LUVA MISTA 11/4 Prc venda,,,
2019-08-10,0710,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-10,0710,1,PEDEDATA,Data valida: 10/08/19 e hora 07:10:22 por SISTEMA,,,
2019-08-12,0653,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-12,0653,1,PEDEDATA,Data valida: 12/08/19 e hora 06:53:18 por SISTEMA,,,
2019-08-13,0658,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-13,0658,1,PEDEDATA,Data valida: 13/08/19 e hora 06:58:09 por SISTEMA,,,
2019-08-13,1224,1,PESPRO,Alt 109-ASSENTO ALMOFAD Prc venda,,,
2019-08-13,1339,1,PESPRO,Alt 94-ARAME R.TORCIDO Prc venda,,,
2019-08-13,1339,1,PESPRO,Alt 93-ARAME RECOZIDO Prc venda,,,
2019-08-13,1339,1,PESPRO,Alt 2047-RES.DUO SH3060C Prc venda,,,
2019-08-13,1339,1,PESPRO,Alt 1284-NIVEL LASER Prc venda,,,
2019-08-13,1340,1,PESPRO,Alt 1513-REG.GAV.11/2 BR Prc venda,,,
2019-08-13,1340,1,PESPRO,Alt 2150-ACABAMENTO HIDR Prc venda,,,
2019-08-13,1340,1,PESPRO,Alt 1853-VALV.HIDRA 2550 Prc venda,,,
2019-08-13,1340,1,PESPRO,Alt 1413-PONTEIRO 3/4 Prc venda,,,
2019-08-14,0705,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-14,0705,1,PEDEDATA,Data valida: 14/08/19 e hora 07:05:07 por SISTEMA,,,
2019-08-15,0700,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-15,0700,1,PEDEDATA,Data valida: 15/08/19 e hora 07:00:13 por SISTEMA,,,
2019-08-16,0713,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-16,0713,1,PEDEDATA,Data valida: 16/08/19 e hora 07:13:27 por SISTEMA,,,
2019-08-17,0747,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-17,0747,1,PEDEDATA,Data valida: 17/08/19 e hora 07:47:23 por SISTEMA,,,
2019-08-19,0713,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-19,0713,1,PEDEDATA,Data valida: 19/08/19 e hora 07:13:42 por SISTEMA,,,
2019-08-20,0702,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-20,0702,1,PEDEDATA,Data valida: 20/08/19 e hora 07:02:48 por SISTEMA,,,
2019-08-20,0940,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-20,1008,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-20,1329,1,PESPRO,Alt 217-BROCA SDS14X160 Prc venda,,,
2019-08-20,1329,1,PESPRO,Alt 1208-MANG.MULT-USO Prc venda,,,
2019-08-20,1330,1,PESPRO,Alt 1145-LUVA COR.11/4 M Prc venda,,,
2019-08-20,1330,1,PESPRO,Alt 1126-LUMIN.EMERGENCI Prc venda,,,
2019-08-20,1330,1,PESPRO,Alt 2027-CAIXA 4X2 DRYWA Prc venda,,,
2019-08-20,1330,1,PESPRO,Alt 2028-CAIXA 4X4 DRYWA Prc venda,,,
2019-08-20,1331,1,PESPRO,Alt 2180-EXTENSAO 1.3M Prc venda,,,
2019-08-20,1331,1,PESPRO,Alt 813-EXTENSAO 3M Prc venda,,,
2019-08-20,1331,1,PESPRO,Alt 815-EXTENSAO 10M Prc venda,,,
2019-08-20,1332,1,PESPRO,Alt 1673-TALHAD.PLUS MAK Prc venda,,,
2019-08-21,0700,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-21,0700,1,PEDEDATA,Data valida: 21/08/19 e hora 07:00:23 por SISTEMA,,,
2019-08-22,0710,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-22,0710,1,PEDEDATA,Data valida: 22/08/19 e hora 07:10:55 por SISTEMA,,,
2019-08-23,0705,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-23,0705,1,PEDEDATA,Data valida: 23/08/19 e hora 07:05:31 por SISTEMA,,,
2019-08-23,0954,1,PESPRO,Alt 270-CABO DE ENXADA Prc venda,,,
2019-08-23,0954,1,PESPRO,Alt 188-BROCA 1/4 CHATA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 225-BROCA 1 CHATA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 226-BROCA 1.1/4 CHA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 192-BROCA 1/2 CHATA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 195-BROCA 11/16 CHA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 196-BROCA 3/4 CHATA Prc venda,,,
2019-08-23,0955,1,PESPRO,Alt 190-BROCA 3/8 CHATA Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 189-BROCA 5/16 CHAT Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 194-BROCA CHATA 5/8 Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 191-BROCA 7/16 CHAT Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 224-BROCA 7/8 CHATA Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 193-BROCA 9/16 CHAT Prc venda,,,
2019-08-23,0956,1,PESPRO,Alt 803-ESTICADOR 3/16 Prc venda,,,
2019-08-23,0957,1,PESPRO,Alt 973-GRAXA 500G Prc venda,,,
2019-08-23,0957,1,PESPRO,Alt 132-BARRAMENTO BIP. Prc venda,,,
2019-08-23,0957,1,PESPRO,Alt 86-BARRAMENTO NEUT Prc venda,,,
2019-08-23,0957,1,PESPRO,Alt 920-FITA MULT.90 Prc venda,,,
2019-08-23,0957,1,PESPRO,Alt 921-FITA MULT.90P/M Prc venda,,,
2019-08-23,0958,1,PESPRO,Alt 579-CONJUNTO JARDIM Prc venda,,,
2019-08-23,0958,1,PESPRO,Alt 1746-TESOURA PODA Prc venda,,,
2019-08-23,0958,1,PESPRO,Alt 761-ENXADA LARGA Prc venda,,,
2019-08-23,0959,1,PESPRO,Alt 596-CORTADOR VIDRO Prc venda,,,
2019-08-24,0703,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-24,0703,1,PEDEDATA,Data valida: 24/08/19 e hora 07:03:49 por SISTEMA,,,
2019-08-26,0711,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-26,0711,1,PEDEDATA,Data valida: 26/08/19 e hora 07:11:03 por SISTEMA,,,
2019-08-27,0704,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-27,0704,1,PEDEDATA,Data valida: 27/08/19 e hora 07:04:23 por SISTEMA,,,
2019-08-27,0807,1,PESPRO,Alt 1333-PICARETA S/CABO nome res. Prc venda,,,
2019-08-27,0807,1,PESPRO,Alt 55-ALICATE PRESSAO Prc venda,,,
2019-08-27,0808,1,PESPRO,Alt 386-CAP ESG. 100 Prc venda,,,
2019-08-28,0659,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-28,0659,1,PEDEDATA,Data valida: 28/08/19 e hora 06:59:40 por SISTEMA,,,
2019-08-29,0700,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-29,0700,1,PEDEDATA,Data valida: 29/08/19 e hora 07:00:24 por SISTEMA,,,
2019-08-30,0706,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-30,0706,1,PEDEDATA,Data valida: 30/08/19 e hora 07:06:49 por SISTEMA,,,
2019-08-31,0711,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-08-31,0711,1,PEDEDATA,Data valida: 31/08/19 e hora 07:11:17 por SISTEMA,,,
2019-09-02,0712,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-02,0712,1,PEDEDATA,Data valida: 02/09/19 e hora 07:12:15 por SISTEMA,,,
2019-09-03,0706,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-03,0706,1,PEDEDATA,Data valida: 03/09/19 e hora 07:06:32 por SISTEMA,,,
2019-09-03,0810,1,PESPRO,Alt 1573-SARRAFO 05,,,
2019-09-03,1255,1,PESPRO,Alt 1338-PILHA BATER.9V Prc venda,,,
2019-09-03,1255,1,PESPRO,Alt 1588-JOGO S.COPO 11 Prc venda,,,
2019-09-03,1255,1,PESPRO,Alt 1533-REP.HIDRA 2MOD Prc venda,,,
2019-09-03,1256,1,PESPRO,Alt 1534-REP.HIDRA 4MOD Prc venda,,,
2019-09-03,1256,1,PESPRO,Alt 2139-LAMP.LED BC.15W nome res. Prc venda,,,
2019-09-03,1256,1,PESPRO,Alt 1155-LUVA ESG.D.4 Prc venda,,,
2019-09-03,1257,1,PESPRO,Alt 1143-LUVA COR.3/4 M Prc venda,,,
2019-09-03,1257,1,PESPRO,Alt 1324-PE GELAD./FOGAO Prc venda,,,
2019-09-03,1257,1,PESPRO,Alt 1783-TORN.BOIA DECA Prc venda,,,
2019-09-03,1257,1,PESPRO,Alt 521-COLHER PED07-08 Prc venda,,,
2019-09-03,1258,1,PESPRO,Alt 522-COLHER PEDR.09 Prc venda,,,
2019-09-03,1258,1,PESPRO,Alt 523-COLHER PEDR.10 Prc venda,,,
2019-09-03,1258,1,PESPRO,Alt 1859-VARAL TETO 1M Prc venda,,,
2019-09-03,1258,1,PESPRO,Alt 1860-VARAL TETO 1.2M Prc venda,,,
2019-09-03,1259,1,PESPRO,Alt 895-COLA S.BONDER 5 Prc venda,,,
2019-09-03,1420,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-04,0705,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-04,0705,1,PEDEDATA,Data valida: 04/09/19 e hora 07:05:14 por SISTEMA,,,
2019-09-05,0708,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-05,0708,1,PEDEDATA,Data valida: 05/09/19 e hora 07:08:29 por SISTEMA,,,
2019-09-05,1055,1,PESPRO,Alt 970-GRAMPO 106/8 Prc venda,,,
2019-09-06,0714,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-06,0714,1,PEDEDATA,Data valida: 06/09/19 e hora 07:14:19 por SISTEMA,,,
2019-09-09,0642,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-09,0642,1,PEDEDATA,Data valida: 09/09/19 e hora 06:42:08 por SISTEMA,,,
2019-09-10,0710,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-10,0710,1,PEDEDATA,Data valida: 10/09/19 e hora 07:10:01 por SISTEMA,,,
2019-09-11,0703,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-11,0703,1,PEDEDATA,Data valida: 11/09/19 e hora 07:03:38 por SISTEMA,,,
2019-09-12,0709,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-12,0709,1,PEDEDATA,Data valida: 12/09/19 e hora 07:09:45 por SISTEMA,,,
2019-09-13,0708,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-13,0708,1,PEDEDATA,Data valida: 13/09/19 e hora 07:08:29 por SISTEMA,,,
2019-09-13,0918,1,PESPRO,Alt 1168-LUVA LL 3/4 Prc venda,,,
2019-09-13,0918,1,PESPRO,Alt 1172-LUVA LL 2 Prc venda,,,
2019-09-13,0919,1,PESPRO,Alt 1169-LUVA LL 1 Prc venda,,,
2019-09-13,0919,1,PESPRO,Alt 244-BUCHA 1X3/4 Prc venda,,,
2019-09-13,0920,1,PESPRO,Alt 630-COT.LL.3/4X45 Prc venda,,,
2019-09-13,0921,1,PESPRO,Alt 962-COT.LL 1X45 Prc venda,,,
2019-09-13,0921,1,PESPRO,Alt 631-COT.LL.1X90 Prc venda,,,
2019-09-13,0921,1,PESPRO,Alt 634-COT.LL.11/4X45 Prc venda,,,
2019-09-13,0921,1,PESPRO,Alt 2087-COT.LL.11/4X90 Prc venda,,,
2019-09-13,0922,1,PESPRO,Alt 636-COT.LL11/2X45 Prc venda,,,
2019-09-13,0922,1,PESPRO,Alt 635-COT.LL.11/2X90 Prc venda,,,
2019-09-13,0922,1,PESPRO,Alt 638-COT.LL.2X45 Prc venda,,,
2019-09-13,0922,1,PESPRO,Alt 637-COT.LL.2X90 Prc venda,,,
2019-09-13,0922,1,PESPRO,Alt 395-CAP LATAO 3/4 Prc venda,,,
2019-09-13,0923,1,PESPRO,Alt 1009-ISOL.TERMICO Prc venda,,,
2019-09-14,0705,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-14,0705,1,PEDEDATA,Data valida: 14/09/19 e hora 07:05:45 por SISTEMA,,,
2019-09-14,0834,0,ACESSO, 0- pede acesso p/ Fazer orcamento para cliente.,,,
2019-09-14,0834,0,TROUSU,Desativacao do usuario  0-,,,
2019-09-14,0835,0,ACESSO, 0- pede acesso p/ Fazer orcamento para cliente.,,,
2019-09-14,0835,0,TROUSU,Desativacao do usuario  0-,,,
2019-09-14,0835,0,ACESSO, 0- pede acesso p/ Fazer orcamento para cliente.,,,
2019-09-14,0835,0,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-14,0835,0,ACESSO,Usuario   1-SISTEMA deu acesso a,,,
2019-09-14,0835,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-16,0707,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-16,0707,1,PEDEDATA,Data valida: 16/09/19 e hora 07:07:04 por SISTEMA,,,
2019-09-17,0716,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-17,0716,1,PEDEDATA,Data valida: 17/09/19 e hora 07:16:58 por SISTEMA,,,
2019-09-18,0701,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-18,0701,1,PEDEDATA,Data valida: 18/09/19 e hora 07:01:49 por SISTEMA,,,
2019-09-18,0932,1,PESPRO,Alt 2029-PE GALINHA CRUZ Prc venda,,,
2019-09-18,0933,1,PESPRO,Alt 1775-TORN.B.MOVEL PA Prc venda,,,
2019-09-18,0933,1,PESPRO,Alt 822-FECH.INT.ALIANC Prc venda,,,
2019-09-18,0934,1,PESPRO,Alt 823-FECH.BANH.ALIAN Prc venda,,,
2019-09-19,0708,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-19,0708,1,PEDEDATA,Data valida: 19/09/19 e hora 07:08:17 por SISTEMA,,,
2019-09-19,1138,1,PESPRO,Alt 133-BATENTE Prc venda,,,
2019-09-19,1429,1,PESPRO,Alt 1567-ROLO LA 23 P.B. Prc venda,,,
2019-09-19,1429,1,PESPRO,Alt 1561-ROLO ESP.15 Prc venda,,,
2019-09-19,1430,1,PESPRO,Alt 1656-SUPORTE P/ROLO Prc venda,,,
2019-09-19,1430,1,PESPRO,Alt 1117-DESEMP.ACO LISA Prc venda,,,
2019-09-19,1430,1,PESPRO,Alt 81-APLICADOR PLAST Prc venda,,,
2019-09-20,0711,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-20,0711,1,PEDEDATA,Data valida: 20/09/19 e hora 07:11:26 por SISTEMA,,,
2019-09-21,0712,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-21,0712,1,PEDEDATA,Data valida: 21/09/19 e hora 07:12:33 por SISTEMA,,,
2019-09-23,0638,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-23,0638,1,PEDEDATA,Data valida: 23/09/19 e hora 06:38:44 por SISTEMA,,,
2019-09-24,0649,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-24,0649,1,PEDEDATA,Data valida: 24/09/19 e hora 06:49:08 por SISTEMA,,,
2019-09-25,0637,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-25,0637,1,PEDEDATA,Data valida: 25/09/19 e hora 06:37:08 por SISTEMA,,,
2019-09-26,0634,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-26,0634,1,PEDEDATA,Data valida: 26/09/19 e hora 06:34:37 por SISTEMA,,,
2019-09-27,0646,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-27,0646,1,PEDEDATA,Data valida: 27/09/19 e hora 06:46:06 por SISTEMA,,,
2019-09-28,0639,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-28,0639,1,PEDEDATA,Data valida: 28/09/19 e hora 06:39:21 por SISTEMA,,,
2019-09-30,0637,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-09-30,0637,1,PEDEDATA,Data valida: 30/09/19 e hora 06:37:05 por SISTEMA,,,
2019-10-01,0633,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-01,0633,1,PEDEDATA,Data valida: 01/10/19 e hora 06:33:25 por SISTEMA,,,
2019-10-02,0618,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-02,0618,1,PEDEDATA,Data valida: 02/10/19 e hora 06:18:12 por SISTEMA,,,
2019-10-02,0722,1,PESPRO,Alt 991-LIMA TRIANGULO Prc venda,,,
2019-10-02,0723,1,PESPRO,Alt 1538-RES.ADVAN.3055O Prc venda,,,
2019-10-02,0723,1,PESPRO,Alt 649-COT.MAR.2X90 Prc venda,,,
2019-10-02,0723,1,PESPRO,Alt 650-COT.MAR.2X45 Prc venda,,,
2019-10-02,0724,1,PESPRO,Alt 644-COT.MAR.1X45 Prc venda,,,
2019-10-02,0724,1,PESPRO,Alt 1334-PILHA PALIT.AAA Prc venda,,,
2019-10-02,0724,1,PESPRO,Alt 913-FITA ZEBRADA Prc venda,,,
2019-10-02,0725,1,PESPRO,Alt 96-ARCO SERRA MINI Prc venda,,,
2019-10-02,0725,1,PESPRO,Alt 300-CADEADO 30 Prc venda,,,
2019-10-02,0725,1,PESPRO,Alt 1492-RED.ESG.75X50 Prc venda,,,
2019-10-02,0726,1,PESPRO,Alt 259-BUCHA RR3/4X1/2 Prc venda,,,
2019-10-03,0612,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-03,0612,1,PEDEDATA,Data valida: 03/10/19 e hora 06:12:48 por SISTEMA,,,
2019-10-04,0554,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-04,0554,1,PEDEDATA,Data valida: 04/10/19 e hora 05:54:38 por SISTEMA,,,
2019-10-04,1527,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-05,0657,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-05,0657,1,PEDEDATA,Data valida: 05/10/19 e hora 06:57:56 por SISTEMA,,,
2019-10-07,0618,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-07,0618,1,PEDEDATA,Data valida: 07/10/19 e hora 06:18:15 por SISTEMA,,,
2019-10-08,0656,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-08,0656,1,PEDEDATA,Data valida: 08/10/19 e hora 06:56:51 por SISTEMA,,,
2019-10-08,0749,1,PESPRO,Alt 326-CAL DE REBO 20K Prc venda,,,
2019-10-08,1016,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-09,0715,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-09,0715,1,PEDEDATA,Data valida: 09/10/19 e hora 07:15:05 por SISTEMA,,,
2019-10-10,0659,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-10,0659,1,PEDEDATA,Data valida: 10/10/19 e hora 06:59:51 por SISTEMA,,,
2019-10-10,1334,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-11,0649,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-11,0649,1,PEDEDATA,Data valida: 11/10/19 e hora 06:49:33 por SISTEMA,,,
2019-10-12,0935,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-12,0935,1,PEDEDATA,Data valida: 12/10/19 e hora 09:35:07 por SISTEMA,,,
2019-10-14,0653,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-14,0653,1,PEDEDATA,Data valida: 14/10/19 e hora 06:53:11 por SISTEMA,,,
2019-10-14,0749,1,PESPRO,Alt 1328-PEND.C/PROT.PIN Prc venda,,,
2019-10-14,1120,1,PESPRO,Alt 1914-CONEC.CABO 10 L Prc venda,,,
2019-10-14,1121,1,PESPRO,Alt 1915-CONEC.CABO 16 L Prc venda,,,
2019-10-14,1123,1,PESPRO,Alt 1916-CONEC.CABO 25 L Prc venda,,,
2019-10-14,1123,1,PESPRO,Alt 1916-CONEC.CABO 25 L Prc venda,,,
2019-10-14,1124,1,PESPRO,Alt 1917-CONEC.CABO 35 L Prc venda,,,
2019-10-14,1125,1,PESPRO,Alt 1918-CONEC.CABO 50 L Prc venda,,,
2019-10-14,1126,1,PESPRO,Alt 1919-CONEC.CABO 70 L Prc venda,,,
2019-10-15,0707,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-15,0707,1,PEDEDATA,Data valida: 15/10/19 e hora 07:07:44 por SISTEMA,,,
2019-10-16,0657,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-16,0657,1,PEDEDATA,Data valida: 16/10/19 e hora 06:57:24 por SISTEMA,,,
2019-10-16,1323,1,PESPRO,Alt 721-DISJ.DIN 1P40A Prc venda,,,
2019-10-16,1323,1,PESPRO,Alt 722-DISJ.DIN 1P50A Prc venda,,,
2019-10-16,1323,1,PESPRO,Alt 723-DISJ.DIN 1P63A Prc venda,,,
2019-10-16,1323,1,PESPRO,Alt 1853-VALV.HIDRA 2550 Prc venda,,,
2019-10-16,1323,1,PESPRO,Alt 856-FERRO DE SOLDA Prc venda,,,
2019-10-16,1324,1,PESPRO,Alt 1733-TELEFONE PADRAO Prc venda,,,
2019-10-16,1324,1,PESPRO,Alt 794-PLACA 4X4 Prc venda,,,
2019-10-16,1324,1,PESPRO,Alt 793-PLACA 4X2 Prc venda,,,
2019-10-16,1325,1,PESPRO,Alt 1295-PA DE BICO Prc venda,,,
2019-10-16,1326,1,PESPRO,Alt 717-DISJ.DIN 1P10A Prc venda,,,
2019-10-16,1326,1,PESPRO,Alt 716-DISJ.DIN 1P16A Prc venda,,,
2019-10-16,1326,1,PESPRO,Alt 718-DISJ.DIN 1P20A Prc venda,,,
2019-10-16,1326,1,PESPRO,Alt 719-DISJ.DIN 1P25A Prc venda,,,
2019-10-16,1326,1,PESPRO,Alt 720-DISJ.DIN 1P32A Prc venda,,,
2019-10-16,1739,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-17,0659,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-17,0659,1,PEDEDATA,Data valida: 17/10/19 e hora 06:59:54 por SISTEMA,,,
2019-10-17,0738,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-17,0739,1,PESPRO,Alt 1036-LAMPADA BEL.60W nome res. Prc venda,,,
2019-10-17,0848,1,PESPRO,Alt 1877-VEDACIT LATA Prc venda,,,
2019-10-17,0848,1,PESPRO,Alt 141-BIANCO BALDE Prc venda,,,
2019-10-17,0849,1,PESPRO,Alt 1874-VEDACIL GALAO Prc venda,,,
2019-10-17,0849,1,PESPRO,Alt 1268-NEUTROL LITRO Prc venda,,,
2019-10-17,0849,1,PESPRO,Alt 1028-AQUELLA SILICON Prc venda,,,
2019-10-18,0654,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-18,0654,1,PEDEDATA,Data valida: 18/10/19 e hora 06:54:01 por SISTEMA,,,
2019-10-19,0649,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-19,0649,1,PEDEDATA,Data valida: 19/10/19 e hora 06:49:54 por SISTEMA,,,
2019-10-21,0801,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-21,0801,1,PEDEDATA,Data valida: 21/10/19 e hora 08:01:36 por SISTEMA,,,
2019-10-22,0752,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-22,0752,1,PEDEDATA,Data valida: 22/10/19 e hora 07:52:32 por SISTEMA,,,
2019-10-23,0753,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-23,0753,1,PEDEDATA,Data valida: 23/10/19 e hora 07:53:29 por SISTEMA,,,
2019-10-23,1116,1,PESPRO,Alt 1082-LATEX LATA SUVI Prc venda,,,
2019-10-24,0751,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-24,0751,1,PEDEDATA,Data valida: 24/10/19 e hora 07:51:38 por SISTEMA,,,
2019-10-24,1609,1,PESPRO,Alt 111-AZULEJO 15 METR Prc venda,,,
2019-10-25,0800,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-25,0800,1,PEDEDATA,Data valida: 25/10/19 e hora 08:00:35 por SISTEMA,,,
2019-10-26,0810,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
2019-10-26,0810,1,PEDEDATA,Data valida: 26/10/19 e hora 08:10:20 por SISTEMA,,,
2019-10-28,0806,1,TROUSU,Ativacao do usuario  1-SISTEMA,,,
