DATA,HORA,GRUPO,PRODUTO,CODIGO,QUANTIDADE,SALDO,UNITARIO,VENDEDOR,USUARIO,CONTROLE
2021-05-05,09:50,0,2144,2,2.000,,0.000,0,1,
2021-05-05,09:50,0,1240,2,8.000,,0.000,0,1,
2021-05-07,07:48,0,1085,3,3.000,,0.000,0,1,
2021-05-07,07:48,0,1763,2,1.000,,0.000,0,1,
2021-05-07,07:49,0,1576,2,14.000,,0.000,0,1,
2021-05-07,07:49,0,1990,3,1.000,,0.000,0,1,
2021-05-10,10:16,0,1336,3,4.000,,0.000,0,1,
2021-05-10,10:17,0,1339,2,3.000,,0.000,0,1,
2021-05-18,07:11,0,1236,3,10.000,,0.000,0,1,
2021-05-21,06:36,0,1148,3,2.000,,0.000,0,1,
2021-05-21,06:37,0,1541,3,3.000,,0.000,0,1,
2021-05-21,06:37,0,815,2,11.000,,0.000,0,1,
2021-05-21,06:38,0,288,2,1.000,,0.000,0,1,
2021-05-21,06:38,0,903,2,6.000,,0.000,0,1,
2021-05-21,06:39,0,93,2,1.000,,0.000,0,1,
2021-05-21,06:39,0,94,3,1.000,,0.000,0,1,
2021-05-21,06:44,0,514,3,6.000,,0.000,0,1,
2021-05-21,06:45,0,513,2,5.000,,0.000,0,1,
2021-05-21,06:45,0,1675,2,70.000,,0.000,0,1,
2021-05-21,06:46,0,792,2,1.000,,0.000,0,1,
2021-05-21,06:47,0,1772,3,1.000,,0.000,0,1,
2021-05-21,06:47,0,1773,3,10.000,,0.000,0,1,
2021-05-21,06:47,0,159,2,1.000,,0.000,0,1,
2021-05-21,06:48,0,515,3,1.000,,0.000,0,1,
2021-05-25,07:52,0,20,3,2518.000,,0.000,0,1,
2021-05-25,07:53,0,876,3,229.000,,0.000,0,1,
2021-05-27,10:16,0,124,2,2.000,,0.000,0,1,
2021-06-01,09:00,0,1228,3,12.000,,0.000,0,1,
2021-06-01,12:58,0,1024,3,256.000,,0.000,0,1,
2021-06-01,12:58,0,1242,3,1506.000,,0.000,0,1,
2021-06-01,12:58,0,1244,3,80.000,,0.000,0,1,
2021-06-01,13:00,0,866,3,1.000,,0.000,0,1,
2021-06-02,09:13,0,537,2,50.000,,0.000,0,1,
2021-06-02,09:15,0,897,2,5.000,,0.000,0,1,
2021-06-02,09:16,0,168,3,6.000,,0.000,0,1,
2021-06-02,09:19,0,1749,3,2.000,,0.000,0,1,
2021-06-02,09:20,0,970,3,6.000,,0.000,0,1,
2021-06-02,09:40,0,1387,3,3.000,,0.000,0,1,
2021-06-02,09:41,0,1386,2,3.000,,0.000,0,1,
2021-06-02,09:41,0,1180,2,2.000,,0.000,0,1,
2021-06-02,09:41,0,1179,2,10.000,,0.000,0,1,
2021-06-02,11:53,0,1784,3,3.000,,0.000,0,1,
2021-06-02,11:54,0,1235,2,10.000,,0.000,0,1,
2021-06-04,12:13,0,1582,2,31.000,,0.000,0,1,
2021-06-05,07:41,0,1552,2,4.000,,0.000,0,1,
2021-06-05,07:41,0,1553,3,5.000,,0.000,0,1,
2021-06-05,07:41,0,685,3,1.000,,0.000,0,1,
2021-06-05,07:42,0,1571,2,249.000,,0.000,0,1,
2021-06-05,07:42,0,2127,2,7.000,,0.000,0,1,
2021-06-07,11:01,0,34,3,1.000,,0.000,0,1,
2021-06-07,11:01,0,77,3,1.000,,0.000,0,1,
2021-06-07,12:29,0,12,3,31.000,,0.000,0,1,
2021-06-09,10:35,0,1093,2,40.000,,0.000,0,1,
2021-06-10,09:34,0,1196,3,3.000,,0.000,0,1,
2021-06-10,10:19,0,1666,3,1.000,,0.000,0,1,
2021-06-10,10:56,0,849,2,3.000,,0.000,0,1,
2021-06-10,10:56,0,908,2,1.000,,0.000,0,1,
2021-06-15,12:02,0,1501,2,2.000,,0.000,0,1,
2021-06-15,12:09,0,29,2,5.000,,0.000,0,1,
2021-06-15,12:10,0,363,2,2.000,,0.000,0,1,
2021-06-15,12:11,0,565,3,1.000,,0.000,0,1,
2021-06-15,12:11,0,767,2,7.000,,0.000,0,1,
2021-06-15,12:12,0,1767,2,29.000,,0.000,0,1,
2021-06-15,12:16,0,1617,3,1.000,,0.000,0,1,
2021-06-15,12:16,0,713,3,1.000,,0.000,0,1,
2021-06-15,12:17,0,724,2,10.000,,0.000,0,1,
2021-06-15,12:18,0,856,3,1.000,,0.000,0,1,
2021-06-15,12:18,0,1580,3,2.000,,0.000,0,1,
2021-06-15,12:18,0,813,3,9.000,,0.000,0,1,
2021-06-15,16:01,0,1456,2,1.000,,0.000,0,1,
2021-06-15,16:02,0,1455,3,3.000,,0.000,0,1,
2021-06-16,07:30,0,712,2,2.000,,0.000,0,1,
2021-06-16,07:30,0,1586,3,1.000,,0.000,0,1,
2021-06-16,07:31,0,716,3,10.000,,0.000,0,1,
2021-06-16,07:32,0,719,2,3.000,,0.000,0,1,
2021-06-16,07:32,0,720,3,3.000,,0.000,0,1,
2021-06-18,07:44,0,1391,2,61.500,,0.000,0,1,
2021-06-18,10:26,0,1575,3,1.000,,0.000,0,1,
2021-06-18,10:30,0,1410,2,1.000,,0.000,0,1,
2021-06-18,10:34,0,1574,3,24.000,,0.000,0,1,
2021-06-18,10:36,0,1196,3,3.000,,0.000,0,1,
2021-06-18,12:14,0,1454,3,6.000,,0.000,0,1,
2021-06-22,09:48,0,1520,3,1.000,,0.000,0,1,
2021-06-22,09:49,0,800,3,3.500,,0.000,0,1,
2021-06-22,09:49,0,593,3,2.000,,0.000,0,1,
2021-06-22,09:49,0,970,3,6.000,,0.000,0,1,
2021-06-22,09:49,0,969,2,4.000,,0.000,0,1,
2021-06-22,09:50,0,514,3,6.000,,0.000,0,1,
2021-06-22,09:51,0,874,3,1.000,,0.000,0,1,
2021-06-22,13:25,0,1195,2,3.000,,0.000,0,1,
2021-06-23,07:29,0,1497,2,21.000,,0.000,0,1,
2021-06-23,08:23,0,1120,2,95.000,,0.000,0,1,
2021-06-23,08:24,0,1194,3,1.000,,0.000,0,1,
2021-06-23,08:24,0,1195,2,3.000,,0.000,0,1,
2021-06-25,08:22,0,55,2,2.000,,0.000,0,1,
2021-06-25,08:23,0,98,2,1.000,,0.000,0,1,
2021-06-25,08:23,0,96,3,1.000,,0.000,0,1,
2021-06-25,08:23,0,97,2,2518.000,,0.000,0,1,
2021-06-25,08:24,0,209,3,1.000,,0.000,0,1,
2021-06-25,09:06,0,12,3,31.000,,0.000,0,1,
2021-06-25,09:10,0,1497,2,21.000,,0.000,0,1,
2021-06-25,13:43,0,1497,2,21.000,,0.000,0,1,
2021-06-28,10:23,0,1883,3,30.000,,0.000,0,1,
2021-06-29,08:15,0,197,3,86.000,,0.000,0,1,
2021-06-29,12:13,0,1763,2,1.000,,0.000,0,1,
2021-06-29,13:51,0,396,3,3.000,,0.000,0,1,
2021-06-29,13:53,0,1009,3,1.000,,0.000,0,1,
2021-06-29,15:31,0,1106,2,2.000,,0.000,0,1,
2021-06-30,08:26,0,73,3,22.000,,0.000,0,1,
2021-07-01,14:21,0,528,3,2.000,,0.000,0,1,
2021-07-01,14:21,0,1886,2,1.000,,0.000,0,1,
2021-07-05,09:31,0,523,3,7.000,,0.000,0,1,
2021-07-07,10:17,0,981,3,71.000,,0.000,0,1,
2021-07-07,14:13,0,866,3,1.000,,0.000,0,1,
2021-07-08,06:56,0,1763,2,1.000,,0.000,0,1,
2021-07-08,06:56,0,967,2,30.000,,0.000,0,1,
2021-07-08,06:56,0,1236,3,10.000,,0.000,0,1,
2021-07-08,06:57,0,1111,3,30.000,,0.000,0,1,
2021-07-08,12:55,0,1106,2,2.000,,0.000,0,1,
2021-07-08,12:56,0,514,3,6.000,,0.000,0,1,
2021-07-08,12:57,0,1562,2,1.000,,0.000,0,1,
2021-07-08,12:57,0,2042,2,1.000,,0.000,0,1,
2021-07-08,12:57,0,57,3,28.000,,0.000,0,1,
2021-07-08,12:58,0,260,2,1.000,,0.000,0,1,
2021-07-08,12:58,0,1143,3,51.500,,0.000,0,1,
2021-07-08,12:58,0,1225,2,4.000,,0.000,0,1,
2021-07-08,12:59,0,1140,2,1.000,,0.000,0,1,
2021-07-08,13:01,0,1146,2,5.000,,0.000,0,1,
2021-07-08,13:01,0,1533,2,25.000,,0.000,0,1,
2021-07-08,13:01,0,1534,3,25.000,,0.000,0,1,
2021-07-08,13:02,0,522,2,7.000,,0.000,0,1,
2021-07-08,13:29,0,545,3,50.000,,0.000,0,1,
2021-07-14,07:52,0,1182,2,4.500,,0.000,0,1,
2021-07-21,08:08,0,333,3,285.000,,0.000,0,1,
2021-07-21,10:02,0,63,2,11.000,,0.000,0,1,
2021-07-21,10:02,0,514,2,44.000,,0.000,0,1,
2021-07-21,10:02,0,1507,3,7.000,,0.000,0,1,
2021-07-21,10:03,0,426,2,1.000,,0.000,0,1,
2021-07-21,10:05,0,798,2,51.000,,0.000,0,1,
2021-07-21,14:10,0,326,3,77.000,,0.000,0,1,
2021-07-21,16:06,0,765,3,168.000,,0.000,0,1,
2021-07-22,11:54,0,71,3,58.000,,0.000,0,1,
2021-07-23,10:43,0,1556,2,1.000,,0.000,0,1,
2021-07-26,08:29,0,1391,2,61.500,,0.000,0,1,
2021-07-26,14:20,0,1976,2,9.000,,0.000,0,1,
2021-07-29,08:52,0,124,2,2.000,,0.000,0,1,
2021-07-29,14:27,0,70,2,15.000,,0.000,0,1,
2021-07-29,14:56,0,133,2,1.000,,0.000,0,1,
2021-08-03,10:25,0,333,3,285.000,,0.000,0,1,
2021-08-03,14:54,0,1714,2,7.000,,0.000,0,1,
2021-08-03,14:56,0,1150,3,1.000,,0.000,0,1,
2021-08-03,14:57,0,1588,3,1.000,,0.000,0,1,
2021-08-03,14:57,0,1587,2,1.000,,0.000,0,1,
2021-08-03,15:01,0,1851,3,1.000,,0.000,0,1,
2021-08-03,15:02,0,31,3,3.000,,0.000,0,1,
2021-08-03,15:04,0,1178,3,3.000,,0.000,0,1,
2021-08-03,15:04,0,1147,2,54.500,,0.000,0,1,
2021-08-04,06:29,0,1709,3,5.000,,0.000,0,1,
2021-08-04,06:33,0,1320,3,1.000,,0.000,0,1,
2021-08-04,06:34,0,1707,2,6.000,,0.000,0,1,
2021-08-04,06:36,0,298,2,2.000,,0.000,0,1,
2021-08-04,06:38,0,1858,2,2.000,,0.000,0,1,
2021-08-05,11:58,0,1112,3,1.000,,0.000,0,1,
2021-08-05,11:59,0,1113,3,1.000,,0.000,0,1,
2021-08-05,12:00,0,1114,2,29.000,,0.000,0,1,
2021-08-05,16:55,0,2161,2,71.000,,0.000,0,1,
2021-08-09,17:07,0,575,2,102.000,,0.000,0,1,
2021-08-09,17:07,0,577,3,2.000,,0.000,0,1,
2021-08-09,17:08,0,576,3,92.000,,0.000,0,1,
2021-08-10,07:47,0,1541,3,3.000,,0.000,0,1,
2021-08-10,07:47,0,1507,3,7.000,,0.000,0,1,
2021-08-10,07:48,0,86,3,6.000,,0.000,0,1,
2021-08-10,07:48,0,360,3,2.000,,0.000,0,1,
2021-08-10,16:32,0,680,3,94.000,,0.000,0,1,
2021-08-11,14:40,0,1666,3,1.000,,0.000,0,1,
2021-08-11,14:54,0,1668,2,1.000,,0.000,0,1,
2021-08-11,16:04,0,266,2,28.000,,0.000,0,1,
2021-08-11,16:04,0,267,3,28.000,,0.000,0,1,
2021-08-12,09:45,0,151,2,2.000,,0.000,0,1,
2021-08-14,08:08,0,871,3,2.000,,0.000,0,1,
2021-08-16,17:13,0,1463,2,19.000,,0.000,0,1,
2021-08-17,13:47,0,559,2,1.000,,0.000,0,1,
2021-08-17,13:48,0,560,2,1.000,,0.000,0,1,
2021-08-17,13:48,0,653,3,4.000,,0.000,0,1,
2021-08-17,13:51,0,34,3,1.000,,0.000,0,1,
2021-08-17,14:29,0,909,3,1.000,,0.000,0,1,
2021-08-18,09:53,0,200,3,2.000,,0.000,0,1,
2021-08-18,09:53,0,225,2,2.000,,0.000,0,1,
2021-08-18,09:59,0,1023,2,2.000,,0.000,0,1,
2021-08-18,10:00,0,805,2,1.000,,0.000,0,1,
2021-08-18,10:00,0,803,2,12.000,,0.000,0,1,
2021-08-18,10:00,0,1285,2,1.000,,0.000,0,1,
2021-08-18,10:01,0,1441,3,1.000,,0.000,0,1,
2021-08-18,10:02,0,579,3,20.000,,0.000,0,1,
2021-08-19,07:40,0,685,3,1.000,,0.000,0,1,
2021-08-19,07:52,0,1984,2,1.000,,0.000,0,1,
2021-08-19,08:13,0,591,2,9.000,,0.000,0,1,
2021-08-20,13:23,0,1828,2,1.000,,0.000,0,1,
2021-08-20,13:24,0,1182,2,4.500,,0.000,0,1,
2021-08-20,13:25,0,646,3,10.000,,0.000,0,1,
2021-08-24,08:59,0,680,3,94.000,,0.000,0,1,
2021-08-25,14:22,0,1339,2,3.000,,0.000,0,1,
2021-08-25,14:22,0,1497,2,21.000,,0.000,0,1,
2021-08-25,14:23,0,418,2,1.000,,0.000,0,1,
2021-08-26,09:45,0,1227,2,12.000,,0.000,0,1,
2021-08-26,09:45,0,1228,3,12.000,,0.000,0,1,
2021-08-30,14:14,0,430,2,1.000,,0.000,0,1,
2021-09-02,09:32,0,971,3,3.000,,0.000,0,1,
2021-09-02,10:41,0,1127,2,1.000,,0.000,0,1,
2021-09-02,10:42,0,1128,2,48.000,,0.000,0,1,
2021-09-02,10:43,0,643,3,1.000,,0.000,0,1,
2021-09-02,10:43,0,643,3,1.000,,0.000,0,1,
2021-09-02,10:44,0,1155,2,18.000,,0.000,0,1,
2021-09-02,10:44,0,1156,3,18.000,,0.000,0,1,
2021-09-02,10:46,0,776,2,1.000,,0.000,0,1,
2021-09-02,10:46,0,1848,3,1.000,,0.000,0,1,
2021-09-02,12:37,0,1253,3,1.000,,0.000,0,1,
2021-09-03,07:35,0,298,2,2.000,,0.000,0,1,
2021-09-03,07:36,0,2067,2,11.000,,0.000,0,1,
2021-09-03,07:38,0,814,3,2.000,,0.000,0,1,
2021-09-03,07:38,0,1436,2,10.500,,0.000,0,1,
2021-09-03,07:39,0,1431,3,20.500,,0.000,0,1,
2021-09-10,08:06,0,1423,3,2.000,,0.000,0,1,
2021-09-10,08:06,0,1422,2,1.000,,0.000,0,1,
2021-09-10,08:06,0,30,2,1.000,,0.000,0,1,
2021-09-10,08:07,0,1174,2,3.000,,0.000,0,1,
2021-09-10,08:07,0,1858,2,2.000,,0.000,0,1,
2021-09-10,08:12,0,1701,2,1.000,,0.000,0,1,
2021-09-10,08:12,0,1700,3,1.000,,0.000,0,1,
2021-09-10,08:12,0,1700,3,1.000,,0.000,0,1,
2021-09-10,14:45,0,596,3,7.000,,0.000,0,1,
2021-09-10,14:46,0,593,3,2.000,,0.000,0,1,
2021-09-14,13:13,0,1080,2,3.000,,0.000,0,1,
2021-09-14,13:57,0,943,3,1.000,,0.000,0,1,
2021-09-15,10:21,0,647,2,10.000,,0.000,0,1,
2021-09-15,10:21,0,648,3,1.000,,0.000,0,1,
2021-09-15,10:22,0,1773,3,10.000,,0.000,0,1,
2021-09-15,10:22,0,1428,3,19.000,,0.000,0,1,
2021-09-15,10:22,0,513,2,5.000,,0.000,0,1,
2021-09-15,10:22,0,514,2,44.000,,0.000,0,1,
2021-09-15,10:23,0,1378,2,4.000,,0.000,0,1,
2021-09-15,10:56,0,1501,2,2.000,,0.000,0,1,
2021-09-15,10:56,0,1131,2,1.000,,0.000,0,1,
2021-09-15,10:57,0,677,2,128.000,,0.000,0,1,
2021-09-15,10:58,0,2054,2,1.000,,0.000,0,1,
2021-09-15,15:39,0,431,3,1.000,,0.000,0,1,
2021-09-18,10:28,0,528,3,2.000,,0.000,0,1,
2021-09-20,10:55,0,70,2,15.000,,0.000,0,1,
2021-09-21,20:10,0,1736,3,4.000,,0.000,0,1,
2021-09-23,12:54,0,271,2,1.000,,0.000,0,1,
2021-09-24,13:22,0,1656,3,3.000,,0.000,0,1,
2021-09-29,12:17,0,1767,2,29.000,,0.000,0,1,
2021-09-29,12:18,0,1156,3,18.000,,0.000,0,1,
2021-09-29,12:19,0,514,2,44.000,,0.000,0,1,
2021-09-29,12:20,0,404,3,1.000,,0.000,0,1,
2021-09-29,12:24,0,2042,2,1.000,,0.000,0,1,
2021-09-29,12:25,0,1825,3,5.000,,0.000,0,1,
2021-09-29,12:25,0,1412,3,2.000,,0.000,0,1,
2021-09-29,12:25,0,1520,3,1.000,,0.000,0,1,
2021-09-29,12:25,0,12,3,31.000,,0.000,0,1,
2021-09-29,12:28,0,203,2,1.000,,0.000,0,1,
2021-09-29,12:29,0,1439,3,1.000,,0.000,0,1,
2021-09-30,16:42,0,1668,2,1.000,,0.000,0,1,
2021-10-06,07:34,0,2107,2,1.000,,0.000,0,1,
2021-10-06,08:44,0,871,3,2.000,,0.000,0,1,
2021-10-06,08:44,0,299,3,2.000,,0.000,0,1,
2021-10-06,08:45,0,185,3,1.000,,0.000,0,1,
2021-10-06,08:48,0,45,2,10.000,,0.000,0,1,
2021-10-06,08:48,0,1457,2,3.000,,0.000,0,1,
2021-10-06,08:49,0,1459,3,3.000,,0.000,0,1,
2021-10-08,10:50,0,2187,2,341.000,,0.000,0,1,
2021-10-08,12:44,0,798,2,51.000,,0.000,0,1,
2021-10-08,12:54,0,1253,3,1.000,,0.000,0,1,
2021-10-08,12:54,0,34,3,1.000,,0.000,0,1,
2021-10-08,12:56,0,799,3,47.500,,0.000,0,1,
2021-10-08,13:15,0,800,3,3.500,,0.000,0,1,
2021-10-09,09:40,0,1469,3,2.000,,0.000,0,1,
2021-10-18,09:58,0,70,2,15.000,,0.000,0,1,
2021-10-18,11:29,0,1108,3,14.000,,0.000,0,1,
2021-10-18,15:42,0,70,2,15.000,,0.000,0,1,
2021-10-19,17:08,0,547,2,3.000,,0.000,0,1,
2021-10-19,17:10,0,854,3,3.000,,0.000,0,1,
2021-10-19,17:10,0,851,2,4.000,,0.000,0,1,
2021-10-19,17:11,0,854,3,3.000,,0.000,0,1,
2021-10-25,11:56,0,289,2,7.000,,0.000,0,1,
2021-10-25,11:56,0,882,3,8.000,,0.000,0,1,
2021-10-25,11:57,0,879,3,46.000,,0.000,0,1,
2021-10-25,11:57,0,880,3,10.000,,0.000,0,1,
2021-10-25,15:44,0,1285,2,1.000,,0.000,0,1,
2021-10-26,11:19,0,1225,2,4.000,,0.000,0,1,
2021-10-26,11:21,0,1444,3,11.000,,0.000,0,1,
2021-10-26,11:21,0,879,3,46.000,,0.000,0,1,
2021-10-26,11:21,0,856,3,1.000,,0.000,0,1,
2021-10-26,11:24,0,903,2,6.000,,0.000,0,1,
2021-10-26,11:24,0,815,2,11.000,,0.000,0,1,
2021-10-26,11:25,0,814,3,2.000,,0.000,0,1,
2021-11-03,18:19,0,1195,2,3.000,,0.000,0,1,
2021-11-05,09:53,0,1272,3,1.000,,0.000,0,1,
2021-11-05,09:57,0,971,3,3.000,,0.000,0,1,
2021-11-05,09:57,0,972,2,3.000,,0.000,0,1,
2021-11-05,10:08,0,1956,3,1.000,,0.000,0,1,
2021-11-05,10:34,0,266,2,28.000,,0.000,0,1,
2021-11-05,10:35,0,267,3,28.000,,0.000,0,1,
2021-11-05,13:36,0,1448,2,1.000,,0.000,0,1,
2021-11-05,14:02,0,1444,3,11.000,,0.000,0,1,
2021-11-05,14:02,0,1445,3,6.000,,0.000,0,1,
2021-11-05,14:02,0,1446,2,3.000,,0.000,0,1,
2021-11-05,14:02,0,1447,3,6.000,,0.000,0,1,
2021-11-05,16:11,0,881,2,1.000,,0.000,0,1,
2021-11-08,09:51,0,1108,3,14.000,,0.000,0,1,
2021-11-08,10:40,0,1509,2,1.000,,0.000,0,1,
2021-11-08,12:01,0,1510,3,3.000,,0.000,0,1,
2021-11-09,17:04,0,1763,2,1.000,,0.000,0,1,
2021-11-10,14:51,0,400,2,2.000,,0.000,0,1,
2021-11-12,10:03,0,1410,2,1.000,,0.000,0,1,
2021-11-12,10:08,0,1573,2,19.000,,0.000,0,1,
2021-11-12,10:09,0,1574,3,24.000,,0.000,0,1,
2021-11-12,10:09,0,1575,3,1.000,,0.000,0,1,
2021-11-12,10:11,0,1666,3,1.000,,0.000,0,1,
2021-11-12,10:12,0,1668,2,1.000,,0.000,0,1,
2021-11-12,11:44,0,575,2,102.000,,0.000,0,1,
2021-11-12,11:44,0,577,3,2.000,,0.000,0,1,
2021-11-12,11:45,0,576,3,92.000,,0.000,0,1,
2021-11-12,13:54,0,1783,2,3.000,,0.000,0,1,
2021-11-16,14:50,0,1783,2,3.000,,0.000,0,1,
2021-11-17,17:52,0,965,3,3.000,,0.000,0,1,
2021-11-17,17:52,0,1111,3,30.000,,0.000,0,1,
2021-11-18,15:11,0,565,3,1.000,,0.000,0,1,
2021-11-18,15:11,0,1245,2,1.000,,0.000,0,1,
2021-11-18,15:12,0,1446,2,3.000,,0.000,0,1,
2021-11-18,15:12,0,593,3,2.000,,0.000,0,1,
2021-11-18,15:13,0,1673,2,2.000,,0.000,0,1,
2021-11-18,15:13,0,1414,3,1.000,,0.000,0,1,
2021-11-18,15:13,0,1718,2,4.000,,0.000,0,1,
2021-11-18,15:14,0,1617,3,1.000,,0.000,0,1,
2021-11-23,07:49,0,1669,3,1.000,,0.000,0,1,
2021-11-23,15:45,0,1382,2,10.000,,0.000,0,1,
2021-11-23,15:46,0,1383,3,4.000,,0.000,0,1,
2021-11-24,08:51,0,1108,3,14.000,,0.000,0,1,
2021-11-24,16:30,0,327,3,1.000,,0.000,0,1,
2021-11-24,16:32,0,330,2,1.000,,0.000,0,1,
2021-11-26,08:02,0,2130,2,1.000,,0.000,0,1,
2021-11-26,10:11,0,1194,3,1.000,,0.000,0,1,
2021-11-26,10:11,0,514,2,44.000,,0.000,0,1,
2021-11-26,10:13,0,500,3,5.000,,0.000,0,1,
2021-11-26,10:16,0,132,2,6.000,,0.000,0,1,
2021-11-26,10:16,0,360,3,2.000,,0.000,0,1,
2021-11-26,10:16,0,324,3,2.000,,0.000,0,1,
2021-11-26,10:17,0,323,3,1.000,,0.000,0,1,
2021-11-26,10:18,0,1750,2,186.000,,0.000,0,1,
2021-12-02,13:09,0,528,3,2.000,,0.000,0,1,
2021-12-03,13:43,0,685,3,1.000,,0.000,0,1,
2021-12-03,15:40,0,1110,3,8.000,,0.000,0,1,
2021-12-03,15:44,0,1111,3,30.000,,0.000,0,1,
2021-12-03,15:44,0,1110,3,8.000,,0.000,0,1,
2021-12-03,16:06,0,1111,3,30.000,,0.000,0,1,
2021-12-03,16:14,0,964,2,1.000,,0.000,0,1,
2021-12-03,16:15,0,966,2,2.000,,0.000,0,1,
2021-12-03,16:16,0,967,2,30.000,,0.000,0,1,
2021-12-03,16:17,0,1762,2,8.000,,0.000,0,1,
2021-12-04,11:28,0,1533,2,25.000,,0.000,0,1,
2021-12-04,11:28,0,1534,3,25.000,,0.000,0,1,
2021-12-06,10:18,0,947,3,2.000,,0.000,0,1,
2021-12-07,13:09,0,1228,3,12.000,,0.000,0,1,
2021-12-07,13:10,0,773,3,1.000,,0.000,0,1,
2021-12-07,13:11,0,907,2,5.000,,0.000,0,1,
2021-12-07,13:12,0,94,3,1.000,,0.000,0,1,
2021-12-07,13:12,0,1548,2,1.000,,0.000,0,1,
2021-12-07,13:13,0,1375,3,2.000,,0.000,0,1,
2021-12-07,13:13,0,1377,2,2.000,,0.000,0,1,
2021-12-07,13:13,0,58,3,2.000,,0.000,0,1,
2021-12-07,13:14,0,1451,3,2.000,,0.000,0,1,
2021-12-07,13:14,0,1452,3,3.000,,0.000,0,1,
2021-12-07,13:15,0,1453,2,3.000,,0.000,0,1,
2021-12-07,13:15,0,260,2,1.000,,0.000,0,1,
2021-12-07,13:16,0,1183,3,4.500,,0.000,0,1,
2021-12-07,13:17,0,792,2,1.000,,0.000,0,1,
2021-12-07,13:18,0,62,3,1.000,,0.000,0,1,
2021-12-07,13:18,0,981,3,71.000,,0.000,0,1,
2021-12-08,16:05,0,1126,2,1.000,,0.000,0,1,
2021-12-09,13:18,0,1029,2,1.000,,0.000,0,1,
2021-12-09,13:32,0,1396,3,8.000,,0.000,0,1,
2021-12-10,13:30,0,1236,3,10.000,,0.000,0,1,
2021-12-10,13:30,0,1080,2,3.000,,0.000,0,1,
2021-12-14,08:56,0,908,2,1.000,,0.000,0,1,
2021-12-14,17:55,0,963,3,1.000,,0.000,0,1,
2021-12-15,14:34,0,526,2,8.000,,0.000,0,1,
2021-12-17,10:25,0,632,3,1.000,,0.000,0,1,
2021-12-18,11:19,0,1648,2,2.000,,0.000,0,1,
2021-12-18,11:19,0,1649,2,1.000,,0.000,0,1,
2021-12-18,11:20,0,1403,2,3.000,,0.000,0,1,
2021-12-18,15:06,0,1470,3,1.000,,0.000,0,1,
2021-12-18,15:06,0,2021,2,2.000,,0.000,0,1,
2021-12-21,09:53,0,1787,2,1.000,,0.000,0,1,
2021-12-23,11:30,0,1325,2,2.000,,0.000,0,1,
2021-12-27,16:01,0,2062,2,1.000,,0.000,0,1,
2021-12-27,16:02,0,1178,3,3.000,,0.000,0,1,
2021-12-27,16:03,0,1753,3,8.000,,0.000,0,1,
2021-12-27,16:03,0,204,3,1.000,,0.000,0,1,
2021-12-27,16:04,0,121,3,1.000,,0.000,0,1,
2021-12-27,16:04,0,431,3,1.000,,0.000,0,1,
2021-12-27,16:07,0,608,3,7.000,,0.000,0,1,
2021-12-27,16:07,0,607,3,2.000,,0.000,0,1,
2021-12-27,16:07,0,902,3,2.000,,0.000,0,1,
2021-12-27,16:08,0,1822,2,5.000,,0.000,0,1,
2021-12-27,16:36,0,1391,2,61.500,,0.000,0,1,
2021-12-27,16:37,0,794,3,58.500,,0.000,0,1,
2021-12-27,16:37,0,1392,2,4.000,,0.000,0,1,
2021-12-27,16:45,0,1255,2,2.000,,0.000,0,1,
2021-12-27,16:46,0,1254,3,2.000,,0.000,0,1,
2021-12-28,09:57,0,1285,2,1.000,,0.000,0,1,
2021-12-28,11:54,0,266,2,28.000,,0.000,0,1,
2021-12-28,11:54,0,712,2,2.000,,0.000,0,1,
2021-12-28,11:54,0,713,3,1.000,,0.000,0,1,
2022-01-06,09:44,0,1024,3,256.000,,0.000,0,1,
2022-01-06,09:45,0,632,3,1.000,,0.000,0,1,
2022-01-06,10:41,0,882,3,8.000,,0.000,0,1,
2022-01-07,13:51,0,123,2,3.000,,0.000,0,1,
2022-01-12,09:51,0,681,3,1.000,,0.000,0,1,
2022-01-12,09:51,0,1619,2,1.000,,0.000,0,1,
2022-01-12,09:53,0,907,2,5.000,,0.000,0,1,
2022-01-12,09:55,0,1520,3,1.000,,0.000,0,1,
2022-01-12,09:57,0,1412,3,2.000,,0.000,0,1,
2022-01-12,09:57,0,1413,2,1.000,,0.000,0,1,
2022-01-12,09:58,0,1773,3,10.000,,0.000,0,1,
2022-01-12,09:58,0,1335,3,2.000,,0.000,0,1,
2022-01-12,09:59,0,2011,2,1.000,,0.000,0,1,
2022-01-12,09:59,0,1707,2,6.000,,0.000,0,1,
2022-01-12,10:00,0,925,2,6.000,,0.000,0,1,
2022-01-12,10:00,0,785,3,1.000,,0.000,0,1,
2022-01-12,13:55,0,1236,3,10.000,,0.000,0,1,
2022-01-12,13:56,0,1754,2,168.000,,0.000,0,1,
2022-01-12,13:56,0,1897,2,8.000,,0.000,0,1,
2022-01-18,08:57,0,5,3,1.000,,0.000,0,1,
2022-01-18,08:57,0,6,2,2.000,,0.000,0,1,
2022-01-18,08:57,0,813,3,9.000,,0.000,0,1,
2022-01-18,08:58,0,1782,2,11.000,,0.000,0,1,
2022-01-18,12:35,0,1168,3,4.000,,0.000,0,1,
2022-01-18,12:36,0,1170,3,7.000,,0.000,0,1,
2022-01-18,12:36,0,1171,2,7.000,,0.000,0,1,
2022-01-18,12:36,0,1172,2,4.000,,0.000,0,1,
