DATA,HORA,USUARIO,MODULO,OPERACAO
2008-08-22,0726,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-22,0726,1,PEDEDATA,Data valida: 22/08/08 e hora 07:26:42 por SISTEMA
2008-08-22,0802,1,VENPRO,"Venda $ 17,00 Dsc:0,00 Vnd:1"
2008-08-22,0850,1,VENPRO,"Venda $ 1,50 Dsc:0,00 Vnd:1"
2008-08-22,0943,1,VENPRO,"Venda $ 10,00 Dsc:0,00 Vnd:1"
2008-08-23,0810,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-23,0810,1,PEDEDATA,Data valida: 23/08/08 e hora 08:10:05 por SISTEMA
2008-08-23,0858,1,PESPRO,"Alt 1651-PINCEL 500  2"" Prc venda"
2008-08-23,0859,1,PESPRO,Alt 1652-PINCEL 500 21/2 Prc venda
2008-08-23,0904,1,PESPRO,Alt 1130-ZARCAO GALAO Prc venda
2008-08-23,0904,1,PESPRO,Alt 1131-ZARCAO 1/4 Prc venda
2008-08-23,0905,1,PESPRO,Alt 1148-MASSA ACRI GAL Prc venda
2008-08-23,0907,1,PESPRO,Alt 1138-ACRIL.FOSCO 18L Prc venda
2008-08-25,0731,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-25,0731,1,PEDEDATA,Data valida: 25/08/08 e hora 07:31:47 por SISTEMA
2008-08-26,0721,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-26,0721,1,PEDEDATA,Data valida: 26/08/08 e hora 07:21:20 por SISTEMA
2008-08-27,0812,1,TROUSU,Tentativa de acesso ao usuario  1-SISTEMA com senha SEMNHA
2008-08-27,0812,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-27,0812,1,PEDEDATA,Data valida: 27/08/08 e hora 08:12:31 por SISTEMA
2008-08-27,1448,1,PESPRO,Alt 891-PREG.ACO17X21 K nome res. Prc venda
2008-08-27,1449,1,PESPRO,Alt 892-PRE ACO 18X27KG nome res. Prc venda
2008-08-27,1450,1,PESPRO,Alt 893-PRE AC EMB100GR Prc venda
2008-08-27,1451,1,PESPRO,Alt 893-PRE AC EMB100GR nome res.
2008-08-28,0758,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-28,0758,1,PEDEDATA,Data valida: 28/08/08 e hora 07:58:44 por SISTEMA
2008-08-28,0835,1,PESPRO,Alt 562-FERROX 1/2 LT Prc venda
2008-08-28,0839,1,PESPRO,Alt 931-REGU GAZ ALIANC Prc venda
2008-08-28,0839,1,PESPRO,Alt 931-REGU GAZ ALIANC nome res.
2008-08-28,0840,1,PESPRO,Alt 783-MART BORRA 60 nome res.
2008-08-28,0841,1,PESPRO,Alt 784-MART BORRACH 80 nome res.
2008-08-28,0842,1,PESPRO,Alt 785-MART BORRACH 40 nome res.
2008-08-28,0844,1,PESPRO,Alt 783-MART.BORR.60 Prc venda
2008-08-28,0845,1,PESPRO,Alt 781-MART PEDREIRO Prc venda
2008-08-28,0845,1,PESPRO,Alt 782-MART PEDR MACHA Prc venda
2008-08-28,0847,1,INCPRO,Inc.prod 2211-SUP.P/TV/VIDEO
2008-08-28,0848,1,PESPRO,Alt 469-ESTANHO CARTELA Prc venda
2008-08-28,0919,1,PESPRO,Alt 445-ESCADA REV.5DEG Prc venda
2008-08-28,0922,1,PESPRO,Alt 470-ELETRODO KGR Prc venda
2008-08-28,0925,1,PESPRO,Alt 1788-DISCO MAD VIDEA Prc venda
2008-08-28,0948,1,PESPRO,Alt 603-FIO PLASTI2X1.5 Prc venda
2008-08-28,0951,1,PESPRO,Alt 153-BARRA ROSQ 3/8 Prc venda
2008-08-28,0952,1,PESPRO,Alt 1992-BARRA ROSQ 1/2 Prc venda
2008-08-29,0747,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-29,0747,1,PEDEDATA,Data valida: 29/08/08 e hora 07:47:39 por SISTEMA
2008-08-29,0825,1,PESPRO,Alt 1781-FILT SALUS 6 L Prc venda
2008-08-29,0829,1,PESPRO,Alt 1782-FIL SALUS 8 L Prc venda
2008-08-29,1300,1,PESPRO,Alt 1135-LATEX NOVI LATA Prc venda
2008-08-30,0806,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-08-30,0806,1,PEDEDATA,Data valida: 30/08/08 e hora 08:06:00 por SISTEMA
2008-08-30,1007,1,PESPRO,Alt 1889-BAR PROPI ROLO Prc venda
2008-09-01,0754,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-01,0754,1,PEDEDATA,Data valida: 01/09/08 e hora 07:54:46 por SISTEMA
2008-09-02,0800,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-02,0800,1,PEDEDATA,Data valida: 02/09/08 e hora 08:00:30 por SISTEMA
2008-09-03,0805,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-03,0805,1,PEDEDATA,Data valida: 03/09/08 e hora 08:05:55 por SISTEMA
2008-09-03,1019,1,PESPRO,Alt 333-CIMENTO SAC 50K Prc venda
2008-09-04,0749,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-04,0749,1,PEDEDATA,Data valida: 04/09/08 e hora 07:49:14 por SISTEMA
2008-09-04,1229,1,PESPRO,Alt 805-GUARN DE 5 JOGO Prc venda
2008-09-04,1229,1,PESPRO,Alt 806-GUARN DE 7 JOGO Prc venda
2008-09-05,0717,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-05,0717,1,PEDEDATA,Data valida: 05/09/08 e hora 07:17:23 por SISTEMA
2008-09-06,0757,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-06,0757,1,PEDEDATA,Data valida: 06/09/08 e hora 07:57:34 por SISTEMA
2008-09-08,0711,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-08,0711,1,PEDEDATA,Data valida: 08/09/08 e hora 07:11:12 por SISTEMA
2008-09-09,0703,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-09,0703,1,PEDEDATA,Data valida: 09/09/08 e hora 07:03:08 por SISTEMA
2008-09-09,1400,1,PESPRO,Alt 131-BOCAL DE CALH 3 Prc venda
2008-09-09,1404,1,PESPRO,Alt 132-BOCAL DE CALH 4 Prc venda
2008-09-10,0803,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-10,0803,1,PEDEDATA,Data valida: 10/09/08 e hora 08:03:08 por SISTEMA
2008-09-11,0718,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-11,0718,1,PEDEDATA,Data valida: 11/09/08 e hora 07:18:31 por SISTEMA
2008-09-11,0858,1,PESPRO,Alt 326-CAL DE REBO 20K Prc venda
2008-09-12,0758,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-12,0758,1,PEDEDATA,Data valida: 12/09/08 e hora 07:58:44 por SISTEMA
2008-09-12,1201,1,PESPRO,Alt 1260-VASS PELO VEG Prc venda
2008-09-12,1202,1,PESPRO,Alt 1259-VASS LAV PIACAB Prc venda
2008-09-13,0734,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-13,0734,1,PEDEDATA,Data valida: 13/09/08 e hora 07:34:51 por SISTEMA
2008-09-13,1135,1,PESPRO,Alt 524-FERRO CONST 1/4 Prc venda
2008-09-13,1135,1,PESPRO,Alt 525-FERRO CONST 3/8 Prc venda
2008-09-13,1135,1,PESPRO,Alt 526-FE  CONST 5/16 Prc venda
2008-09-15,0806,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-15,0806,1,PEDEDATA,Data valida: 15/09/08 e hora 08:06:13 por SISTEMA
2008-09-15,1122,1,RECPRO,"Venda $ 72,00 Dsc:0,00 Vnd:1"
2008-09-15,1445,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-15,1622,1,PESPRO,Alt 334-CIMEN BRC 25 K Prc venda
2008-09-16,0801,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-16,0801,1,PEDEDATA,Data valida: 16/09/08 e hora 08:01:42 por SISTEMA
2008-09-16,1047,1,PESPRO,Alt 860-PREG TELH 1/2KG Prc venda
2008-09-17,0802,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-17,0802,1,PEDEDATA,Data valida: 17/09/08 e hora 08:02:50 por SISTEMA
2008-09-17,1159,1,PESPRO,Alt 2095-TUBO CROM.40X2 Prc venda
2008-09-17,1205,1,PESPRO,Alt 628-GARG LATAO 7/8 Prc venda
2008-09-17,1205,1,PESPRO,"Alt 629-GARG LATAO 2"" Prc venda"
2008-09-18,0737,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-18,0737,1,PEDEDATA,Data valida: 18/09/08 e hora 07:37:05 por SISTEMA
2008-09-19,0802,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-19,0802,1,PEDEDATA,Data valida: 19/09/08 e hora 08:02:58 por SISTEMA
2008-09-20,0801,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-20,0801,1,PEDEDATA,Data valida: 20/09/08 e hora 08:01:14 por SISTEMA
2008-09-22,0803,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-22,0803,1,PEDEDATA,Data valida: 22/09/08 e hora 08:03:17 por SISTEMA
2008-09-23,0735,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-23,0735,1,PEDEDATA,Data valida: 23/09/08 e hora 07:35:37 por SISTEMA
2008-09-23,1133,1,INCPRO,Inc.prod 2212-PTA.MONTADA-JOG
2008-09-23,1140,1,INCPRO,Inc.prod 2213-SERRA COPO CONJ
2008-09-23,1143,1,INCPRO,Inc.prod 2214-ARCO SERRA PEQ.
2008-09-23,1532,1,PESPRO,Alt 964-ROL LA 23OUTROS Prc venda
2008-09-23,1538,1,INCPRO,Inc.prod 2215-REGIS ESF 1 1/2
2008-09-23,1547,1,PESPRO,Alt 1838-PLAFON PANOR Prc venda
2008-09-23,1556,1,PESPRO,Alt 546-FIO FERRO MONT. Prc venda
2008-09-23,1557,1,PESPRO,Alt 1710-CHAVE LOUCA2X30 Prc venda
2008-09-23,1559,1,PESPRO,Alt 2213-SERRA COPO CONJ Prc venda
2008-09-23,1604,1,PESPRO,Alt 890-PREGO ACO 15/K nome res. Prc venda
2008-09-23,1604,1,PESPRO,Alt 891-P.ACO17X21C/100 Prc venda
2008-09-23,1605,1,PESPRO,Alt 528-FITA SILVER TAP Prc venda
2008-09-23,1607,1,PESPRO,Alt 552-FECHO SEGURANCA Prc venda
2008-09-23,1610,1,PESPRO,Alt 439-ESTILETE GRANDE Prc venda
2008-09-23,1611,1,PESPRO,Alt 754-MOLA PT AC 31/2 Prc venda
2008-09-23,1611,1,PESPRO,Alt 755-MOL PT A 41/2MT Prc venda
2008-09-23,1613,1,PESPRO,Alt 1807-TURQ MARCENEIRO Prc venda
2008-09-23,1614,1,PESPRO,Alt 1805-TURQ AZULEGISTA Prc venda
2008-09-23,1614,1,PESPRO,Alt 1807-TURQ MARCENEIRO Prc venda
2008-09-23,1618,1,PESPRO,Alt 2212-PTA.MONTADA-JOG Prc venda
2008-09-23,1622,1,PESPRO,Alt 2214-ARCO SERRA PEQ. Prc venda
2008-09-23,1702,1,PESPRO,Alt 2070-CHAVE TORX-JOGO Prc venda
2008-09-24,0715,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-24,0715,1,PEDEDATA,Data valida: 24/09/08 e hora 07:15:36 por SISTEMA
2008-09-24,0716,1,PESPRO,Alt 1138-ACRIL.FOSCO 18L Prc venda
2008-09-24,0718,1,PESPRO,Alt 820-OCULO SEGURANCA Prc venda
2008-09-24,0720,1,PESPRO,Alt 820-OCULO SEGURANCA Prc venda
2008-09-24,0720,1,PESPRO,Alt 80-ABRA TIPO U 1/2 Prc venda
2008-09-24,0720,1,PESPRO,Alt 81-ABRA TIPO U 3/4 Prc venda
2008-09-24,0721,1,PESPRO,"Alt 82-ABRA TIPO U 1"" Prc venda"
2008-09-24,0721,1,PESPRO,Alt 83-ABRA TIP 1 1/2 Prc venda
2008-09-24,0723,1,PESPRO,Alt 512-FITA CREP 19X5O Prc venda
2008-09-24,0724,1,PESPRO,Alt 513-FITA CRE 25X5O Prc venda
2008-09-24,0749,1,PESPRO,Alt 1793-ARROELAS 1/4 Prc venda
2008-09-24,0750,1,PESPRO,Alt 1794-ARROELAS 1/2 Prc venda
2008-09-24,0817,1,PESPRO,Alt 471-EXTENCAO 10 MTS Prc venda
2008-09-24,1216,1,PESPRO,Alt 294-CLIP CA CO 3/16 Prc venda
2008-09-24,1218,1,PESPRO,Alt 2212-PTA.MONTADA-JOG Prc venda
2008-09-24,1221,1,PESPRO,Alt 986-REGUA ALUMI 2MT Prc venda
2008-09-24,1222,1,PESPRO,Alt 987-REG ALUMIN 3MTS Prc venda
2008-09-25,0759,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-25,0759,1,PEDEDATA,Data valida: 25/09/08 e hora 07:59:08 por SISTEMA
2008-09-25,1443,1,PESPRO,Alt 439-ESTILETE GRANDE Prc venda
2008-09-26,0757,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-26,0757,1,PEDEDATA,Data valida: 26/09/08 e hora 07:57:10 por SISTEMA
2008-09-26,1113,1,INCPRO,Inc.prod 2216-COLA VINIL
2008-09-26,1616,1,PESPRO,Alt 203-CANALETA LX Prc venda
2008-09-27,0851,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-27,0851,1,PEDEDATA,Data valida: 27/09/08 e hora 08:51:23 por SISTEMA
2008-09-27,0858,1,PESPRO,Alt 801-VIGA BRUTA 6X12 Prc venda
2008-09-27,0859,1,PESPRO,Alt 802-VIGA BRUTA 6X16 Prc venda
2008-09-29,0748,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-29,0748,1,PEDEDATA,Data valida: 29/09/08 e hora 07:48:40 por SISTEMA
2008-09-30,0810,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-09-30,0810,1,PEDEDATA,Data valida: 30/09/08 e hora 08:10:11 por SISTEMA
2008-09-30,0851,1,PESPRO,Alt 1725-TOMADA X Prc venda
2008-09-30,0852,1,PESPRO,Alt 499-INTERRUPTOR L.X Prc venda
2008-09-30,0857,1,PESPRO,Alt 984-CONEXOES L. X Prc venda
2008-10-01,0732,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-01,0732,1,PEDEDATA,Data valida: 01/10/08 e hora 07:32:38 por SISTEMA
2008-10-02,0758,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-02,0758,1,PEDEDATA,Data valida: 02/10/08 e hora 07:58:42 por SISTEMA
2008-10-02,0826,1,PESPRO,Alt 2204-TUBO BACIA FLEX Prc venda
2008-10-02,0827,1,PESPRO,Alt 1085-TUBO PONTA AZUL Prc venda
2008-10-02,1312,1,PESPRO,Alt 820-OCULO SEGURANCA Prc venda
2008-10-02,1614,1,PESPRO,Alt 797-SARRAFO BRUTO 5 Prc venda
2008-10-02,1615,1,PESPRO,Alt 799-SARRAFO BRUTO10 Prc venda
2008-10-02,1615,1,PESPRO,Alt 800-SARRAFO BRUTO15 Prc venda
2008-10-02,1616,1,PESPRO,Alt 792-TABUA BRUTA 20 Prc venda
2008-10-02,1616,1,PESPRO,Alt 793-TABUA BRUTA 25 Prc venda
2008-10-02,1617,1,PESPRO,Alt 794-TABUA BRUT 30 Prc venda
2008-10-03,0801,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-03,0801,1,PEDEDATA,Data valida: 03/10/08 e hora 08:01:45 por SISTEMA
2008-10-04,0745,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-04,0745,1,PEDEDATA,Data valida: 04/10/08 e hora 07:45:54 por SISTEMA
2008-10-04,0750,1,PESPRO,Alt 1006-CORDA NAY MT1/2 Prc venda
2008-10-06,0806,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-06,0806,1,PEDEDATA,Data valida: 06/10/08 e hora 08:06:43 por SISTEMA
2008-10-07,0807,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-07,0807,1,PEDEDATA,Data valida: 07/10/08 e hora 08:07:41 por SISTEMA
2008-10-07,1406,1,RECPRO,"Venda $ 69,10 Dsc:0,00 Vnd:1"
2008-10-07,1426,1,PESPRO,"Alt 225-CANTA L 1"" SOBR Prc venda"
2008-10-08,0826,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-08,0826,1,PEDEDATA,Data valida: 08/10/08 e hora 08:26:40 por SISTEMA
2008-10-08,1346,1,PESPRO,Alt 333-CIMENTO SAC 50K Prc venda
2008-10-08,1347,1,PESPRO,Alt 333-CIMENTO SAC 50K Prc venda
2008-10-08,1712,1,PESPRO,"Alt 1707-ABRAC APERTO 4"" Prc venda"
2008-10-08,1715,1,PESPRO,Alt 290-COLHER PEDREI 9 Prc venda
2008-10-08,1716,1,PESPRO,Alt 291-COLHER PEDRE 10 Prc venda
2008-10-08,1717,1,PESPRO,Alt 287-COLHER PEDREI 6 Prc venda
2008-10-08,1718,1,PESPRO,Alt 289-COLHER PEDREI 8 Prc venda
2008-10-08,1729,1,PESPRO,Alt 1635-CHUMBADOR 5/16 Prc venda
2008-10-08,1732,1,PESPRO,Alt 1636-CHUMBADOR 3/8 Prc venda
2008-10-09,0759,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-09,0759,1,PEDEDATA,Data valida: 09/10/08 e hora 07:59:46 por SISTEMA
2008-10-09,0905,1,PESPRO,Alt 444-ESCADA REV.4DEG Prc venda
2008-10-09,0906,1,PESPRO,Alt 445-ESCADA REV.5DEG Prc venda
2008-10-09,0955,1,PESPRO,Alt 41-ABRA APER 1 1/2 Prc venda
2008-10-09,0955,1,PESPRO,"Alt 42-ABRAC APERTO 2"" Prc venda"
2008-10-09,0956,1,PESPRO,Alt 45-ABRA APER 2 1/2 Prc venda
2008-10-09,0956,1,PESPRO,"Alt 44-ABRAC APERTO 3"" Prc venda"
2008-10-09,0957,1,PESPRO,Alt 46-ABRA APER 3 1/2 Prc venda
2008-10-09,0957,1,PESPRO,"Alt 1707-ABRAC APERTO 4"""
2008-10-09,1152,1,PESPRO,Alt 1932-RALIN JAP 7/8 Prc venda
2008-10-09,1153,1,PESPRO,Alt 1933-RAL JAPO 3.1/2 Prc venda
2008-10-09,1153,1,PESPRO,Alt 2138-RAL.JAPONES41/2 Prc venda
2008-10-09,1600,1,PESPRO,Alt 729-MANG LIST 1/2 Prc venda
2008-10-10,0759,1,TROUSU,Tentativa de acesso ao usuario  1-SISTEMA com senha SEHA
2008-10-10,0759,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-10,0759,1,PEDEDATA,Data valida: 10/10/08 e hora 07:59:41 por SISTEMA
2008-10-11,0842,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-11,0842,1,PEDEDATA,Data valida: 11/10/08 e hora 08:42:30 por SISTEMA
2008-10-11,0937,1,PESPRO,Alt 617-GRELHA FF 15X15 Prc venda
2008-10-11,0937,1,PESPRO,Alt 619-GRELHA FF 25X25 Prc venda
2008-10-11,0937,1,PESPRO,Alt 620-GRELHA FF 30X30 Prc venda
2008-10-11,0938,1,PESPRO,Alt 621-GRELHA FF 35X4O Prc venda
2008-10-11,1009,1,PESPRO,Alt 1161-NEUTREX GALAO Prc venda
2008-10-11,1011,1,PESPRO,Alt 1162-NEUTREX 1/4 Prc venda
2008-10-11,1242,1,PESPRO,Alt 1754-BASE 2X30 Prc venda
2008-10-11,1248,1,INCPRO,Inc.prod 2217-CAIXA DE AGUA
2008-10-13,0745,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-13,0745,1,PEDEDATA,Data valida: 13/10/08 e hora 07:45:54 por SISTEMA
2008-10-13,1215,1,PESPRO,Alt 335-CIMENTO POR KG Prc venda
2008-10-13,1437,1,RECPRO,"Venda $ 181,80 Dsc:0,00 Vnd:1"
2008-10-13,1536,1,PESPRO,Alt 1231-ARG GROUT FORTE nome res. Prc venda
2008-10-13,1538,1,PESPRO,Alt 70-ARGA BRAN 20KG Prc venda
2008-10-13,1545,1,PESPRO,Alt 72-ARGA EXTER 20KG Prc venda
2008-10-14,0656,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-14,0656,1,PEDEDATA,Data valida: 14/10/08 e hora 06:56:52 por SISTEMA
2008-10-14,1719,1,PESPRO,Alt 870-PENEIRA DE CAL Prc venda
2008-10-14,1720,1,PESPRO,Alt 871-PENEIRA  ARROZ Prc venda
2008-10-14,1720,1,PESPRO,Alt 872-PENEIRA  FEIJAO Prc venda
2008-10-14,1733,1,PESPRO,Alt 1180-TELA VI 1.20MT Prc venda
2008-10-14,1734,1,PESPRO,Alt 1181-TELA VIV O.80MT Prc venda
2008-10-15,0746,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-15,0746,1,PEDEDATA,Data valida: 15/10/08 e hora 07:46:24 por SISTEMA
2008-10-15,0749,1,PESPRO,Alt 1799-PE GAL.P/FLORES Prc venda
2008-10-15,0752,1,PESPRO,Alt 2099-SUP.LAMP.HALOG Prc venda
2008-10-15,0755,1,PESPRO,Alt 2100-SUP.LAMP.HALOGE Prc venda
2008-10-15,0755,1,PESPRO,Alt 2101-FECHAM.P/ TETO Prc venda
2008-10-15,0812,1,PESPRO,Alt 1182-TELA VIVEI 1 MT Prc venda
2008-10-15,0813,1,PESPRO,Alt 2196-TELA GALIN 1.20 Prc venda
2008-10-16,0801,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-16,0801,1,PEDEDATA,Data valida: 16/10/08 e hora 08:01:21 por SISTEMA
2008-10-17,0818,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-17,0818,1,PEDEDATA,Data valida: 17/10/08 e hora 08:18:32 por SISTEMA
2008-10-18,0741,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-18,0741,1,PEDEDATA,Data valida: 18/10/08 e hora 07:41:21 por SISTEMA
2008-10-18,0745,1,PESPRO,Alt 450-ESTICAD.ACO3/16 Prc venda
2008-10-18,0746,1,PESPRO,Alt 449-ESTICAD.ACO 1/4 Prc venda
2008-10-18,0747,1,PESPRO,Alt 451-ESTICAD.ACO5/16 Prc venda
2008-10-18,0747,1,PESPRO,Alt 452-ESTICAD.ACO 3/8 Prc venda
2008-10-20,0757,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-20,0757,1,PEDEDATA,Data valida: 20/10/08 e hora 07:57:15 por SISTEMA
2008-10-20,1609,1,PESPRO,Alt 1141-LATEX A.S.BRI.G Prc venda
2008-10-20,1609,1,PESPRO,Alt 1140-LATEX ACR.F.GAL Prc venda
2008-10-21,0828,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-21,0828,1,PEDEDATA,Data valida: 21/10/08 e hora 08:28:06 por SISTEMA
2008-10-21,1140,1,PESPRO,Alt 1140-LATEX ACR.F.GAL Prc venda
2008-10-21,1141,1,PESPRO,Alt 1147-MASSA ACRI LATA Prc venda
2008-10-21,1141,1,PESPRO,Alt 1148-MASSA ACRI GAL Prc venda
2008-10-21,1209,1,PESPRO,Alt 21-AQUEC.LORENZETT Prc venda
2008-10-21,1213,1,PESPRO,Alt 744-MARRETA C/C11/2 Prc venda
2008-10-22,0734,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-22,0734,1,PEDEDATA,Data valida: 22/10/08 e hora 07:34:15 por SISTEMA
2008-10-22,1635,1,PESPRO,Alt 1077-TESOURA  CHAPA Prc venda
2008-10-22,1636,1,PESPRO,Alt 1078-TESOURA  PODAR Prc venda
2008-10-22,1639,1,PESPRO,Alt 1079-TESOURA  GRAMA Prc venda  Prc custo
2008-10-22,1640,1,PESPRO,Alt 1079-TESOURA  GRAMA  Prc custo
2008-10-23,0807,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-23,0807,1,PEDEDATA,Data valida: 23/10/08 e hora 08:07:22 por SISTEMA
2008-10-24,0824,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-24,0824,1,PEDEDATA,Data valida: 24/10/08 e hora 08:24:24 por SISTEMA
2008-10-25,0856,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-25,0856,1,PEDEDATA,Data valida: 25/10/08 e hora 08:56:51 por SISTEMA
2008-10-27,0828,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-27,0828,1,PEDEDATA,Data valida: 27/10/08 e hora 08:28:53 por SISTEMA
2008-10-27,1211,1,INCPRO,Inc.prod 2218-SAPATA
2008-10-27,1213,1,PESPRO,Alt 2218-SAPATA
2008-10-27,1601,1,PESPRO,Alt 794-TABUA BRUT 30 Prc venda
2008-10-28,0805,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-28,0805,1,PEDEDATA,Data valida: 28/10/08 e hora 08:05:29 por SISTEMA
2008-10-29,0753,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-29,0753,1,PEDEDATA,Data valida: 29/10/08 e hora 07:53:39 por SISTEMA
2008-10-30,0807,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-30,0807,1,PEDEDATA,Data valida: 30/10/08 e hora 08:07:48 por SISTEMA
2008-10-30,1529,1,PESPRO,Alt 333-CIMENTO SAC 50K Prc venda
2008-10-31,0812,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-31,0812,1,PEDEDATA,Data valida: 31/10/08 e hora 08:12:49 por SISTEMA
2008-10-31,0815,1,PESPRO,Alt 20-AREIA EMB 20KG Prc venda
2008-10-31,0815,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-10-31,1118,1,PESPRO,Alt 1132-LATEX SUVI LATA Prc venda
2008-11-01,0755,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-01,0755,1,PEDEDATA,Data valida: 01/11/08 e hora 07:55:31 por SISTEMA
2008-11-01,1033,1,PESPRO,Alt 51-ALIC BOMBA AGUA Prc venda
2008-11-01,1143,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-01,1226,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-01,1232,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-03,0815,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-03,0815,1,PEDEDATA,Data valida: 03/11/08 e hora 08:15:27 por SISTEMA
2008-11-03,1613,1,PESPRO,Alt 1144-M CORR. SUV LT Prc venda
2008-11-03,1718,1,PESPRO,Alt 2026-FIT.MLT.USO ROL Prc venda
2008-11-03,1718,1,PESPRO,Alt 2027-FIT.MULT.USO MT Prc venda
2008-11-03,1719,1,PESPRO,Alt 2077-F.MULT-USO 10-R Prc venda
2008-11-03,1720,1,PESPRO,Alt 2078-F.MULT-USO 10MT Prc venda
2008-11-04,0809,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-04,0809,1,PEDEDATA,Data valida: 04/11/08 e hora 08:09:15 por SISTEMA
2008-11-04,1206,1,PESPRO,Alt 1795-CERAMICA VERM.M Prc venda
2008-11-04,1307,1,PESPRO,Alt 1167-FUN PREP PAR GL Prc venda
2008-11-04,1307,1,PESPRO,Alt 1168-SEL ACR PARD GL Prc venda
2008-11-05,0807,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-05,0807,1,PEDEDATA,Data valida: 05/11/08 e hora 08:07:47 por SISTEMA
2008-11-06,0805,1,TROUSU,Ativacao do usuario  1-SISTEMA
2008-11-06,0805,1,PEDEDATA,Data valida: 06/11/08 e hora 08:05:16 por SISTEMA
2008-11-06,1040,1,PESPRO,Alt 1761-CAIXA PAS.20X20 Prc venda
2008-11-06,1310,1,PESPRO,Alt 817-OLEO TIP SINGER Prc venda
2008-11-06,1312,1,PESPRO,Alt 777-MARTELO POL.25 Prc venda
